query,intent,response,entities
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
who won the match,out_of_scope,That’s outside my banking capabilities.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
who won the match,out_of_scope,That’s outside my banking capabilities.,
how old are you,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
how old are you,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,That’s outside my banking capabilities.,
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
how old are you,out_of_scope,Please ask a banking-related question.,
what's the weather,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,That’s outside my banking capabilities.,
how old are you,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,That’s outside my banking capabilities.,
how old are you,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,That’s outside my banking capabilities.,
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
how old are you,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
how old are you,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,Please ask a banking-related question.,
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,Please ask a banking-related question.,
what's the weather,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,Please ask a banking-related question.,
how old are you,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
how old are you,out_of_scope,That’s outside my banking capabilities.,
what's the weather,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,That’s outside my banking capabilities.,
what's the weather,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
what's the weather,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,That’s outside my banking capabilities.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,That’s outside my banking capabilities.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,Please ask a banking-related question.,
what's the weather,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
how old are you,out_of_scope,That’s outside my banking capabilities.,
what's the weather,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
what's the weather,out_of_scope,Please ask a banking-related question.,
what's the weather,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,That’s outside my banking capabilities.,
play music,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
play music,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
tell me a joke,out_of_scope,That’s outside my banking capabilities.,
tell me a joke,out_of_scope,Please ask a banking-related question.,
who won the match,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
what's the weather,out_of_scope,Please ask a banking-related question.,
play music,out_of_scope,"I'm sorry, I can only assist with banking-related queries.",
